ClaimNbr,CarBrandCode,CarModel
CLM011A3-6306-001005,TOYOTA,CAMRY
CLM0112M-6302-001885,HONDA,PCX150
CLM011A3-6306-001019,TOYOTA,VIGO
CLM011A3-6306-001023,TOYOTA,COROLLA
CLM0112M-6302-001899,YAMAHA,AEROX155
CLM011A3-6306-001037,TOYOTA,COROLLA
CLM011A3-6306-001041,ISUZU,DMAX
CLM0112M-6302-001914,HONDA,PCX150
CLM011A3-6306-001055,TOYOTA,STARLET GT 1.3
CLM0112M-6302-001928,HONDA,SCOOPY-I
CLM0112M-6302-001932,HONDA,DREAM110i
CLM011A3-6306-001069,VOLVO,940 GL AT
CLM011A3-6306-001073,ISUZU,DRAGON EYE
CLM0112M-6302-001946,HONDA,CB500FAD
CLM0112M-6302-001950,HONDA,MSX
CLM011A3-6306-001087,HINO,-
CLM011A3-6306-001091,TOYOTA,DYNA
CLM0112M-6302-001964,HONDA,WAVE110i
CLM011A3-6306-001102,NISSAN,BIG M
CLM0112M-6302-001978,HONDA,PCX150
CLM0112M-6302-001982,HONDA,CLICK125 I
CLM011A3-6306-001116,TOYOTA,COROLLA
CLM011A3-6306-001120,MITSUBISHI,STRADA DOUBLR CAB
CLM0112M-6302-001996,HONDA,CLICK
CLM011A3-6306-001134,TOYOTA,VIGO
CLM0112M-6302-002009,HONDA,CLICK125 I
CLM0112M-6302-002013,HONDA,WAVE110i
CLM011A3-6306-001148,TOYOTA,COROLLA
CLM011A3-6306-001152,TOYOTA,COROLLA
CLM0112M-6302-002027,HONDA,MSX
CLM0112M-6302-002031,YAMAHA,<= 125CC
CLM011A3-6306-001166,TOYOTA,VIOS
CLM011A3-6306-001170,TOYOTA,COROLLA
CLM0112M-6302-002045,HONDA,CLICK125 I
CLM011A3-6306-001184,TOYOTA,COROLLA
CLM0112M-6302-002059,YAMAHA,AEROX155
CLM0112M-6302-002063,YAMAHA,AEROX155
CLM011A3-6306-001198,TOYOTA,ALTIS
CLM011A3-6306-001209,TOYOTA,ALTIS
CLM0112M-6302-002077,HONDA,WAVE125 i
CLM011A3-6306-001213,FORD,RANGER
CLM0112M-6302-002081,HONDA,CLICK125 I
CLM011A3-6306-001227,TOYOTA,VIOS
CLM0112M-6302-002095,YAMAHA,NMAX
CLM011A3-6306-001231,TOYOTA,COROLLA
CLM0112M-6302-002106,YAMAHA,AEROX BF6100
CLM0112M-6302-002110,HONDA,PCX150
CLM011A3-6306-001245,TOYOTA,MIGHTY X2.5
CLM0112M-6302-002124,HONDA,PCX
CLM011A3-6306-001259,TOYOTA,COROLLA
CLM011A3-6306-001263,TOYOTA,YARIS
CLM0112M-6302-002138,HONDA,WAVE110i
CLM0112M-6302-002142,KAWASAKI,Z250
CLM011A3-6306-001277,TOYOTA,ALTIS
CLM011A3-6306-001281,TOYOTA,ALTIS
CLM0112M-6302-002156,VESPA,150
CLM0112M-6302-002160,YAMAHA,YAMAHAMIO
CLM011A3-6306-001295,TOYOTA,CAMRY
CLM0112M-6302-002174,YAMAHA,LEXI
CLM011A3-6306-001306,MITSUBISHI,LANCER
CLM011A3-6306-001310,TOYOTA,TIGER
CLM0112M-6302-002188,YAMAHA,NOUVO
CLM011A3-6306-001324,ISUZU,SPACECAB SLX 2.8
CLM0112M-6302-002192,HONDA,WAVE125 i
CLM0112M-6302-002203,HONDA,PCX
CLM011A3-6306-001338,TOYOTA,COROLLA
CLM011A3-6306-001342,ISUZU,VERTEX S-E VTEC
CLM0112M-6302-002217,HONDA,CBR500R
CLM0112M-6302-002221,YAMAHA,-
CLM011A3-6306-001356,NISSAN,TEANA
CLM011A3-6306-001360,MITSUBISHI,LANCER
CLM0112M-6302-002235,YAMAHA,NMAX
CLM011A3-6306-001374,TOYOTA,VIOS
CLM0112M-6302-002249,YAMAHA,FINO
CLM0112M-6302-002253,KAWASAKI,NINJA300
CLM011A3-6306-001388,ISUZU,DMAX
CLM011A3-6306-001392,TOYOTA,COROLLA
CLM0112M-6302-002267,HONDA,WAVE125 i
CLM011A3-6306-001403,ISUZU,DMAX
CLM0112M-6302-002271,HONDA,CLICK I
CLM011A3-6306-001417,ISUZU,SPACECAB
CLM0112M-6302-002285,HONDA,CLICK
CLM011A3-6306-001421,TOYOTA,YARIS
CLM0112M-6302-002299,HONDA,DREAM110i
CLM0112M-6302-002300,YAMAHA,SPARK115i
CLM0112M-6302-002314,HONDA,CBR150R
CLM011A3-6306-001449,TOYOTA,REVO
CLM011A3-6306-001453,TOYOTA,ALTIS
CLM0112M-6302-002328,VESPA,150
CLM0112M-6302-002332,YAMAHA,NMAX
CLM011A3-6306-001467,ISUZU,TRUCK
CLM011A3-6306-001471,TOYOTA,COROLLA
CLM0112M-6302-002346,HONDA,PCX150
CLM0112M-6302-002350,YAMAHA,QBIX
CLM011A3-6306-001485,ISUZU,DMAX
CLM0112M-6302-002364,HONDA,WAVE125 i
CLM011A3-6306-001499,MITSUBISHI,STRADA DOUBLR CAB
CLM011A3-6306-001500,TOYOTA,ALTIS
CLM0112M-6302-002378,YAMAHA,M-SLAZ B48100
CLM0112M-6302-002382,HONDA,CB300R
CLM011A3-6306-001514,SUZUKI,BEST125 Sport X
CLM011A3-6306-001528,TOYOTA,CORONA
CLM0112M-6302-002396,YAMAHA,FINO
CLM011A3-6306-001532,TOYOTA,CORONA
CLM0112M-6302-002407,HONDA,AIR BLADE
CLM0112M-6302-002411,HONDA,> 250CC
CLM011A3-6306-001546,TOYOTA,CORONA
CLM011A3-6306-001550,TOYOTA,ALTIS
CLM0112M-6302-002425,HONDA,PCX150E
CLM011A3-6306-001564,TOYOTA,TIGER
CLM0112M-6302-002439,HONDA,PCX150
CLM0112M-6302-002443,HONDA,PCX
CLM011A3-6306-001578,TOYOTA,YARIS
CLM011A3-6306-001582,ISUZU,DMAX HI-LANDER
CLM0112M-6302-002457,HONDA,CLICK125 I
CLM0112M-6302-002461,YAMAHA,XMAX
CLM011A3-6306-001596,TOYOTA,SOLUNA
CLM011A3-6306-001607,TOYOTA,VIGO
CLM0112M-6302-002475,HONDA,<= 125CC
CLM011A3-6306-001611,TOYOTA,COROLLA
CLM0112M-6302-002489,HONDA,FORZA
CLM011A3-6306-001625,TOYOTA,COROLLA
CLM0112M-6302-002493,SUZUKI,UH200A
CLM0112M-6302-002504,HONDA,CLICK125 I
CLM011A3-6306-001639,HONDA,CITY
CLM011A3-6306-001643,ISUZU,VERTEX S-E VTEC
CLM0112M-6302-002518,GPX,LEGEND200
CLM0112M-6302-002522,HONDA,WAVE125 i
CLM011A3-6306-001657,TOYOTA,CORONA
CLM011A3-6306-001661,PROTON,PERSONA
CLM0112M-6302-002536,YAMAHA,M SLAZ
CLM0112M-6302-002540,HONDA,CRF250L
CLM011A3-6306-001675,NISSAN,SUNNY
CLM0112M-6302-002554,HONDA,WAVE125
CLM011A3-6306-001689,TOYOTA,CELICA 2.2 AT
CLM011A3-6306-001693,SUZUKI,CARRY
CLM0112M-6302-002568,YAMAHA,AEROX BF6100
CLM011A3-6306-001704,ISUZU,DMAX
CLM0112M-6302-002572,HONDA,FORZA
CLM011A3-6306-001718,ISUZU,DMAX
CLM0112M-6302-002586,HONDA,PCXWW150D2TH
CLM011A3-6306-001722,TOYOTA,COROLLA
CLM0112M-6302-002590,YAMAHA,XMAX
CLM0112M-6302-002601,HONDA,WAVE125
CLM011A3-6306-001736,HONDA,CITY LI
CLM011A3-6306-001740,TOYOTA,SOLUNA 1.5 SLI AT
CLM0112M-6302-002615,YAMAHA,AEROX155
CLM011A3-6306-001754,TOYOTA,ALTIS
CLM0112M-6302-002629,YAMAHA,M SLAZ
CLM0112M-6302-002633,HONDA,CLICK125 I
CLM011A3-6306-001768,NISSAN,ALMERA
CLM011A3-6306-001772,TOYOTA,ALTIS
CLM0112M-6302-002647,HONDA,CLICK125 I
CLM0112M-6302-002651,HONDA,CB500XA
CLM011A3-6306-001786,TOYOTA,ALTIS
CLM011A3-6306-001790,HONDA,CITY
CLM0112M-6302-002665,HONDA,PCX
CLM011A3-6306-001801,TOYOTA,COROLLA
CLM0112M-6302-002679,VESPA,LX150
CLM0112M-6302-002683,HONDA,ZOOMER X
CLM011A3-6306-001815,MITSUBISHI,PICK UP
CLM011A3-6306-001829,HINO,-
CLM0112M-6302-002697,STALLIONS,CENTAUR 150
CLM011A3-6306-001833,MITSUBISHI,PAJERO
CLM0112M-6302-002708,YAMAHA,AEROX155
CLM0112M-6302-002712,VESPA,150
CLM011A3-6306-001847,ISUZU,DMAX
CLM011A3-6306-001851,HONDA,ACCORD
CLM0112M-6302-002726,YAMAHA,AEROX155
CLM0112M-6302-002730,YAMAHA,> 250CC
CLM011A3-6306-001865,TOYOTA,PICKUP
CLM0112M-6302-002744,HONDA,CBR150R
CLM011A3-6306-001879,TOYOTA,VIGO
CLM011A3-6306-001883,HONDA,CITY
CLM0112M-6302-002758,HONDA,PCX
CLM0112M-6302-002762,VESPA,S 125 ie
CLM011A3-6306-001897,MAZDA,TRIBUTE
CLM011A3-6306-001908,ISUZU,NKR 69E
CLM0112M-6302-002776,HONDA,WAVE125 i
CLM011A3-6306-001912,NISSAN,CEFIRO
CLM0112M-6302-002780,VESPA,LX150
CLM011A3-6306-001926,ISUZU,TFR
CLM011A3-6306-001930,MAZDA,FIGHTER 2900
CLM0112M-6302-002805,HONDA,PCX
CLM0112M-6302-002819,HONDA,WAVE100
CLM0112M-6302-002823,YAMAHA,YZF-R15
CLM011A3-6306-001958,ISUZU,FTR34
CLM011A3-6306-001962,TOYOTA,ALTIS
CLM0112M-6302-002837,TRIUMPH,STREET TRIPLE R
CLM0112M-6302-002841,HONDA,WAVE125 i
CLM011A3-6306-001976,TOYOTA,HILUX X-TraCab
CLM011A3-6306-001980,TOYOTA,COROLLA
CLM0112M-6302-002855,HONDA,PCX150
CLM011A3-6306-001994,HONDA,CR-V
CLM0112M-6302-002869,KAWASAKI,NINJA250R
CLM0112M-6302-002873,HONDA,MSX
CLM011A3-6306-002007,TOYOTA,HILUX Tiger D4D Extracab
CLM011A3-6306-002011,TOYOTA,COMMUTER
CLM0112M-6302-002887,HONDA,CLICK125 I
CLM0112M-6302-002891,HONDA,SCOOPY-I
CLM011A3-6306-002025,TOYOTA,bB
CLM0112M-6302-002902,YAMAHA,NMAX
CLM011A3-6306-002039,TOYOTA,VIGO
CLM011A3-6306-002043,B.M.W.,318i
CLM0112M-6302-002916,HONDA,WAVE110i
CLM0112M-6302-002920,VESPA,150
CLM011A3-6306-002057,TOYOTA,HILUX Diesel
CLM011A3-6306-002061,TOYOTA,COMMUTER
CLM0112M-6302-002934,YAMAHA,GRAND FILANO
CLM011A3-6306-002075,HONDA,ACCORD
CLM0112M-6302-002948,HONDA,<= 125CC
CLM0112M-6302-002952,HONDA,SCOOPY-I
CLM011A3-6306-002089,SUZUKI,CARRY
CLM011A3-6306-002093,TOYOTA,#N/A
CLM0112M-6302-002966,HONDA,WAVE110i
CLM0112M-6302-002970,YAMAHA,NOUVO SX (1DC100)
CLM011A3-6306-002104,MITSUBISHI,FN627
CLM0112M-6302-002984,SUZUKI,GD110
CLM011A3-6306-002118,ISUZU,FTR34
CLM011A3-6306-002122,TOYOTA,CAMRY 2.0
CLM0112M-6302-002998,HONDA,PCX150
CLM0112M-6302-003001,YAMAHA,NMAX
CLM011A3-6306-002136,PEUGEOT,406
CLM011A3-6306-002140,TOYOTA,FORTUNER
CLM0112M-6302-003015,HONDA,ZOOMER X
CLM011A3-6306-002154,TOYOTA,COROLLA HITORQ 1.6 GXI AT
CLM0112M-6302-003029,HONDA,WAVE110i
CLM0112M-6302-003033,HONDA,PCX150
CLM011A3-6306-002168,HINO,-
CLM011A3-6306-002172,ISUZU,DMAX
CLM0112M-6302-003047,YAMAHA,GT125
CLM0112M-6302-003051,HONDA,<= 150CC
CLM011A3-6306-002186,ISUZU,SPARK EX
CLM011A3-6306-002190,TOYOTA,ALTIS
CLM0112M-6302-003065,HONDA,CLICK
CLM011A3-6306-002201,TOYOTA,VIGO
CLM0112M-6302-003079,HONDA,PCX
CLM011A3-6306-002215,TOYOTA,CORONA
CLM0112M-6302-003083,VESPA,LX150
CLM011A3-6306-002229,MITSUBISHI,MIRAGE
CLM011A3-6306-002233,ISUZU,DRAGON EYE
CLM0112M-6302-003108,HONDA,WAVE125 i
CLM0112M-6302-003112,YAMAHA,M SLAZ
CLM011A3-6306-002247,ISUZU,DMAX
CLM011A3-6306-002251,HONDA,ACCORD
CLM0112M-6302-003126,HONDA,MOOVE
CLM0112M-6302-003130,HONDA,WAVE125 i
CLM011A3-6306-002265,TOYOTA,ALTIS
CLM0112M-6302-003144,HONDA,WAVE125 i
CLM011A3-6306-002279,HONDA,CIVIC
CLM0112M-6302-003158,YAMAHA,XMAX
CLM0112M-6302-003162,HONDA,WAVE110i
CLM011A3-6306-002297,TOYOTA,COROLLA
CLM011A3-6306-002308,ISUZU,TFR
CLM0112M-6302-003176,YAMAHA,NMAX
CLM011A3-6306-002312,TOYOTA,COROLLA SALOON1.6 SEG AT
CLM0112M-6302-003180,HONDA,CB300F
CLM011A3-6306-002326,TOYOTA,COROLLA
CLM0112M-6302-003194,HONDA,CBR300
CLM011A3-6306-002330,TOYOTA,VIGO
CLM0112M-6302-003205,HONDA,WAVE110i
CLM011A3-6306-002344,ISUZU,GXZ 77
CLM0112M-6302-003219,HONDA,WAVE110i
CLM0112M-6302-003223,HONDA,CLICK125 I
CLM011A3-6306-002362,TOYOTA,COROLLA HITORQ 1.6 GXI AT
CLM0112M-6302-003237,HONDA,WAVE125
CLM0112M-6302-003241,YAMAHA,NMAX
CLM011A3-6306-002376,MITSUBISHI,LANCER
CLM011A3-6306-002380,TOYOTA,HILUX Tiger D4D Extracab
CLM0112M-6302-003255,GPX,LEGEND200
CLM011A3-6306-002394,ISUZU,FTR32
CLM0112M-6302-003269,HONDA,PCX150E
CLM011A3-6306-002405,ISUZU,TRUCK
CLM0112M-6302-003273,HONDA,PCX
CLM011A3-6306-002419,HINO,-
CLM0112M-6302-003287,HONDA,PCX
CLM011A3-6306-002423,TOYOTA,COROLLA SALOON1.6 GXI
CLM0112M-6302-003291,HONDA,PCX
CLM0112M-6302-003302,HONDA,รถจักรยานยนต์
CLM011A3-6306-002437,MITSUBISHI,TRITON DOUBLE CAB
CLM011A3-6306-002441,ISUZU,NMR 85
CLM0112M-6302-003316,KAWASAKI,VERSYS
CLM0112M-6302-003320,YAMAHA,YZF-R15
CLM011A3-6306-002455,TOYOTA,SOLUNA 1.5 SLI
CLM0112M-6302-003334,HONDA,WAVE125
CLM011A3-6306-002469,TOYOTA,ALTIS
CLM011A3-6306-002473,MITSUBISHI,LANCER
CLM0112M-6302-003348,HONDA,WAVE110i
CLM0112M-6302-003352,YAMAHA,YZF-R15
CLM011A3-6306-002487,TOYOTA,COROLLA
CLM011A3-6306-002491,HONDA,CIVIC
CLM0112M-6302-003366,YAMAHA,AEROX BF6100
CLM011A3-6306-002502,MITSUBISHI,G-WAGON 2.8
CLM0112M-6302-003370,HONDA,CLICK150i
CLM011A3-6306-002516,KIA,K2500
CLM0112M-6302-003384,HONDA,PCX
CLM011A3-6306-002520,ISUZU,TRUCK
CLM0112M-6302-003398,YAMAHA,XMAX
CLM011A3-6306-002534,TOYOTA,COROLLA
CLM0112M-6302-003409,HONDA,CLICK125 I
CLM0112M-6302-003413,HONDA,WAVE110i
CLM011A3-6306-002548,TOYOTA,COROLLA
CLM011A3-6306-002552,TOYOTA,ALTIS
CLM0112M-6302-003427,YAMAHA,NMAX
CLM0112M-6302-003431,YAMAHA,AEROX155
CLM011A3-6306-002566,TOYOTA,COROLLA 1.5 DXI
CLM011A3-6306-002570,TOYOTA,ALTIS
CLM0112M-6302-003445,KAWASAKI,ER-6NER-6n
CLM011A3-6306-002584,NISSAN,NAVARA
CLM0112M-6302-003459,HONDA,WAVE125
CLM0112M-6302-003463,HONDA,PCX150
CLM011A3-6306-002598,NISSAN,FRONTIER
CLM011A3-6306-002609,NISSAN,TIIDA 1.6
CLM0112M-6302-003477,HONDA,CLICK I
CLM0112M-6302-003481,YAMAHA,GT125
CLM011A3-6306-002613,HONDA,CITY
CLM0112M-6302-003495,KAWASAKI,Z900
CLM011A3-6306-002627,TOYOTA,VIGO
CLM011A3-6306-002631,HINO,-
CLM0112M-6302-003506,HONDA,WAVE110i
CLM0112M-6302-003510,HONDA,WAVE125 X
CLM011A3-6306-002645,HONDA,CIVIC
CLM0112M-6302-003524,HONDA,PCX150
CLM011A3-6306-002659,TOYOTA,MIGHTY X 3.0
CLM011A3-6306-002663,ISUZU,DMAX
CLM0112M-6302-003538,YAMAHA,MT-15
CLM0112M-6302-003542,HONDA,WAVE125
CLM011A3-6306-002677,HONDA,JAZZ
CLM011A3-6306-002681,ISUZU,DMAX
CLM0112M-6302-003556,YAMAHA,NMAX
CLM011A3-6306-002695,ISUZU,FTR34
CLM011A3-6306-002706,MITSUBISHI,TRITON MEGA CAB
CLM0112M-6302-003574,YAMAHA,NMAX
CLM011A3-6306-002710,ISUZU,DMAX
CLM0112M-6302-003588,HONDA,CLICK125 I
CLM0112M-6302-003592,YAMAHA,XMAX
CLM011A3-6306-002724,ISUZU,TRUCK
CLM0112M-6302-003603,HONDA,<= 125CC
CLM011A3-6306-002738,NISSAN,CEFIRO V6
CLM011A3-6306-002742,TOYOTA,COROLLA
CLM0112M-6302-003617,GPX,LEGEND200
CLM0112M-6302-003621,HONDA,ZOOMER X
CLM011A3-6306-002756,ISUZU,FTR32
CLM011A3-6306-002760,MERCEDES-BENZ,E250 CGI
CLM0112M-6302-003635,YAMAHA,XMAX
CLM011A3-6306-002774,TOYOTA,VIGO
CLM0112M-6302-003649,HONDA,CBR650F
CLM0112M-6302-003653,HONDA,PCX
CLM011A3-6306-002788,ISUZU,FTR34
CLM011A3-6306-002792,ISUZU,NKR 55E
CLM0112M-6302-003667,HONDA,CLICK150i
CLM011A3-6306-002803,HINO,-
CLM0112M-6302-003671,HONDA,WAVE110i
CLM011A3-6306-002817,TOYOTA,COROLLA
CLM0112M-6302-003685,HONDA,WAVE110i
CLM011A3-6306-002821,MAZDA,2
CLM0112M-6302-003699,YAMAHA,BE115C
CLM0112M-6302-003700,HONDA,DREAM110i
CLM011A3-6306-002835,MITSUBISHI,TRITON DOUBLE CAB
CLM0112M-6302-003714,HONDA,WAVE125 i
CLM011A3-6306-002849,ISUZU,SPACECAB
CLM011A3-6306-002853,TOYOTA,ALTIS
CLM0112M-6302-003728,HONDA,WAVE125
CLM0112M-6302-003732,SUZUKI,V-STROM
CLM011A3-6306-002867,TOYOTA,TIGER
CLM011A3-6306-002871,TOYOTA,PICKUP
CLM0112M-6302-003746,HONDA,CB650F
CLM0112M-6302-003750,HONDA,<= 125CC
CLM011A3-6306-002885,HONDA,JAZZ
CLM0112M-6302-003764,YAMAHA,GRAND FILANO
CLM011A3-6306-002899,TOYOTA,COROLLA 1.6 GLI
CLM011A3-6306-002900,TOYOTA,VIOS
CLM0112M-6302-003778,HONDA,CLICK
CLM011A3-6306-002914,HONDA,CIVIC LXI
CLM0112M-6302-003782,YAMAHA,SPARK115i
CLM011A3-6306-002928,TOYOTA,ALTIS
CLM0112M-6302-003796,HONDA,CLICK125 I
CLM011A3-6306-002932,NISSAN,ALMERA
CLM0112M-6302-003807,HONDA,MSX
CLM0112M-6302-003811,HONDA,FORZA
CLM011A3-6306-002946,TOYOTA,ALTIS
CLM011A3-6306-002950,HINO,-
CLM0112M-6302-003825,HONDA,PCX150
CLM011A3-6306-002964,TOYOTA,COROLLA
CLM0112M-6302-003843,HONDA,PCX
CLM011A3-6306-002978,TOYOTA,COROLLA
CLM011A3-6306-002982,TOYOTA,COROLLA SALOON1.6 SEG AT
CLM0112M-6302-003857,HONDA,WAVE125
CLM0112M-6302-003861,SUZUKI,SMASHRevolution
CLM011A3-6306-002996,HONDA,CIVIC
CLM0112M-6302-003875,YAMAHA,FILANO
CLM011A3-6306-003009,NISSAN,NAVARA
CLM011A3-6306-003013,ISUZU,FRR33
CLM0112M-6302-003889,YAMAHA,FILANO
CLM0112M-6302-003893,HONDA,WAVE125
CLM011A3-6306-003027,TOYOTA,SOLUNA
CLM011A3-6306-003031,TOYOTA,COROLLA
CLM0112M-6302-003904,YAMAHA,GRAND FILANO
CLM011A3-6306-003045,TOYOTA,CAMRY
CLM0112M-6302-003918,HONDA,PCX
CLM0112M-6302-003922,KAWASAKI,ER-6N
CLM011A3-6306-003059,PROTON,PERSONA
CLM011A3-6306-003063,TOYOTA,COROLLA
CLM0112M-6302-003936,HONDA,HONDAWave-125i
CLM0112M-6302-003940,HONDA,WAVE125 i
CLM011A3-6306-003077,MAZDA,FAMILIA
CLM011A3-6306-003081,MITSUBISHI,PICK UP
CLM0112M-6302-003954,HONDA,CLICK125 I
CLM011A3-6306-003095,TOYOTA,CORONA
CLM0112M-6302-003968,HONDA,FORZA
CLM0112M-6302-003972,HONDA,CB300R
CLM011A3-6306-003106,TOYOTA,CORONA
CLM011A3-6306-003110,NISSAN,FRONTIER
CLM0112M-6302-003986,ROYAL ENFIELD,BULLET CLASSIC
CLM0112M-6302-003990,KAWASAKI,ER-6N
CLM011A3-6306-003124,NISSAN,BIG M
CLM0112M-6302-004003,YAMAHA,SPARK115i
CLM011A3-6306-003138,ISUZU,TFR
CLM011A3-6306-003142,TOYOTA,COROLLA 1.5 DXI
CLM0112M-6302-004017,YAMAHA,M SLAZ
CLM0112M-6302-004021,YAMAHA,FINO
CLM011A3-6306-003156,TOYOTA,COROLLA
CLM011A3-6306-003160,TOYOTA,COROLLA
CLM0112M-6302-004035,HONDA,WAVE125
CLM011A3-6306-003174,MITSUBISHI,STRADA MEGA CAB
CLM0112M-6302-004049,KAWASAKI,NINJAZX10R
CLM0112M-6302-004053,HONDA,CBR
CLM011A3-6306-003188,ISUZU,DMAX
CLM011A3-6306-003192,ISUZU,DMAX
CLM0112M-6302-004067,HONDA,CB500XA
CLM011A3-6306-003203,CHEVROLET,COLORADO S-CAB
CLM0112M-6302-004071,HONDA,PCX150
CLM011A3-6306-003217,ISUZU,DMAX
CLM0112M-6302-004085,YAMAHA,NMAX
CLM011A3-6306-003221,MAZDA,THUNDER
CLM0112M-6302-004099,HONDA,FORZA
CLM0112M-6302-004100,HONDA,WAVE Z
CLM011A3-6306-003235,CHEVROLET,COLORADO C-CAB
CLM0112M-6302-004114,HONDA,PCX
CLM011A3-6306-003249,TOYOTA,VIGO
CLM011A3-6306-003253,TOYOTA,ALTIS
CLM0112M-6302-004128,YAMAHA,AEROX155
CLM0112M-6302-004132,HONDA,CLICK125 I
CLM011A3-6306-003267,NISSAN,MARCH
CLM011A3-6306-003271,TOYOTA,MIGHTY X2.5
CLM0112M-6302-004146,HONDA,WAVE110i
CLM0112M-6302-004150,HONDA,ADV
CLM011A3-6306-003285,ISUZU,SPACECAB
CLM0112M-6302-004164,HONDA,FORZA
CLM011A3-6306-003299,TOYOTA,COROLLA
CLM011A3-6306-003300,ISUZU,DMAX
CLM0112M-6302-004178,HONDA,CLICK125 I
CLM011A3-6306-003314,TOYOTA,ALTIS
CLM0112M-6302-004182,YAMAHA,JUPITER
CLM011A3-6306-003328,ISUZU,PICKUP
CLM0112M-6302-004196,HONDA,PCX
CLM011A3-6306-003332,TOYOTA,REVO
CLM0112M-6302-004207,YAMAHA,NMAX
CLM0112M-6302-004211,SUZUKI,GSXR150
CLM011A3-6306-003346,MITSUBISHI,PICK UP
CLM011A3-6306-003350,B.M.W.,525i
CLM0112M-6302-004225,YAMAHA,-
CLM011A3-6306-003364,TOYOTA,COROLLA 1.5 DXI
CLM0112M-6302-004239,HONDA,SCOOPY-I
CLM0112M-6302-004243,HONDA,PCX
CLM011A3-6306-003378,NISSAN,SUNNY
CLM011A3-6306-003382,MITSUBISHI,L200 CYCLONE
CLM0112M-6302-004257,HONDA,WAVE110i
CLM0112M-6302-004261,YAMAHA,XMAX
CLM011A3-6306-003396,TOYOTA,ALTIS
CLM0112M-6302-004275,YAMAHA,AEROX
CLM011A3-6306-003411,MAZDA,2
CLM0112M-6302-004289,HONDA,WAVE110i
CLM011A3-6306-003425,MITSUBISHI,TRUCK
CLM0112M-6302-004293,HONDA,CBR150R
CLM0112M-6302-004304,YAMAHA,GRAND FILANO
CLM011A3-6306-003439,TOYOTA,YARIS
CLM011A3-6306-003443,MERCEDES-BENZ,-
CLM0112M-6302-004322,HONDA,CLICK8
CLM011A3-6306-003457,TOYOTA,COROLLA
CLM011A3-6306-003461,MERCEDES-BENZ,C220 ELEGANCE
CLM0112M-6302-004336,YAMAHA,M SLAZ
CLM0112M-6302-004340,HONDA,WAVE110i
CLM011A3-6306-003475,ISUZU,DRAGON EYE
CLM0112M-6302-004354,YAMAHA,QBIX
CLM011A3-6306-003489,TOYOTA,COROLLA
CLM011A3-6306-003493,ISUZU,PICKUP
CLM0112M-6302-004368,HONDA,DREAM125
CLM0112M-6302-004372,HONDA,PCX
CLM011A3-6306-003504,TOYOTA,ALTIS
CLM011A3-6306-003518,ISUZU,TRUCK
CLM0112M-6302-004386,YAMAHA,NMAX
CLM011A3-6306-003522,TOYOTA,COROLLA
CLM0112M-6302-004390,HONDA,WAVE110i
CLM0112M-6302-004401,HONDA,WAVE110i
CLM011A3-6306-003536,ISUZU,NKR120
CLM011A3-6306-003540,TOYOTA,WISH
CLM0112M-6302-004415,HONDA,<= 150CC
CLM011A3-6306-003554,ISUZU,DRAGON EYE
CLM0112M-6302-004429,HONDA,WAVE110i
CLM0112M-6302-004433,HONDA,ZOOMER X
CLM011A3-6306-003568,TOYOTA,ALTIS
CLM011A3-6306-003572,TOYOTA,VIOS
CLM0112M-6302-004447,KAWASAKI,Z300
CLM0112M-6302-004451,HONDA,PCX150
CLM011A3-6306-003586,ISUZU,DMAX
CLM011A3-6306-003590,TOYOTA,ALTIS
CLM0112M-6302-004465,HONDA,CLICK125 I
CLM011A3-6306-003601,CHEVROLET,COLORADO C-CAB
CLM0112M-6302-004479,YAMAHA,<= 200CC
CLM011A3-6306-003615,TOYOTA,COROLLA
CLM0112M-6302-004483,YAMAHA,FINN
CLM011A3-6306-003629,HONDA,CIVIC
CLM0112M-6302-004497,HONDA,<= 150CC
CLM011A3-6306-003633,ISUZU,CAB4 3.0
CLM0112M-6302-004508,YAMAHA,R15
CLM0112M-6302-004512,YAMAHA,YZF-R15
CLM011A3-6306-003647,B.M.W.,325iA
CLM0112M-6302-004526,HONDA,<= 150CC
CLM0112M-6302-004530,YAMAHA,NMAX
CLM011A3-6306-003665,NISSAN,FRONTIER
CLM0112M-6302-004544,HONDA,SCOOPY-I
CLM011A3-6306-003679,ISUZU,DMAX
CLM011A3-6306-003683,TOYOTA,VIGO
CLM011A3-6306-003697,TOYOTA,ALTIS
CLM011A3-6306-003708,TOYOTA,FORTUNER
CLM011A3-6306-003712,HONDA,CIVIC
CLM011A3-6306-003726,ISUZU,DMAX
CLM011A3-6306-003730,TOYOTA,CORONA
CLM011A3-6306-003758,NISSAN,FRONTIER
CLM011A3-6306-003762,MITSUBISHI,LANCER
CLM011A3-6306-003776,TATA,XENON X-TEND CAB
CLM011A3-6306-003780,TOYOTA,SOLUNA
CLM011A3-6306-003794,B.M.W.,318i
CLM011A3-6306-003805,TOYOTA,CORONA
CLM011A3-6306-003819,ISUZU,TRUCK
CLM011A3-6306-003823,HONDA,CITY
CLM011A3-6306-003837,SUZUKI,SWIFT
CLM011A3-6306-003841,TOYOTA,ALTIS
CLM011A3-6306-003855,TOYOTA,SOLUNA
CLM011A3-6306-003869,ISUZU,GXZ 77
CLM011A3-6306-003887,NISSAN,FRONTIER
CLM011A3-6306-003891,ISUZU,TRUCK
CLM011A3-6306-003902,TOYOTA,COROLLA
